date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:41	3639/3639	---M--	200	added ('OK')	image/png	etag:%2268e790c6b9f62a5d54d0dee010bb48ac%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a8329298aacc4a1f7bde_6310e44ef10443161b261c77_Group%2028.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a8329298aacc4a1f7bde_6310e44ef10443161b261c77_Group%2028.png	(from https://www.2gethr.xyz/)
15:42:41	13746/13746	---M--	200	added ('OK')	image/png	etag:%227464374118c44418938d2027fbbd44ec%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a8339298aaec311f7bdf_6310e308665f7a1dd98cdffd_Group%2012.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a8339298aaec311f7bdf_6310e308665f7a1dd98cdffd_Group%2012.png	(from https://www.2gethr.xyz/)
15:42:41	5944/5944	---M--	200	added ('OK')	image/png	etag:%22d014765b860faf3e102944608a412ff5%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321acc7767068c3e2596380_Group%2026.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321acc7767068c3e2596380_Group%2026.png	(from https://www.2gethr.xyz/)
15:42:42	10035/10035	---M--	200	added ('OK')	image/png	etag:%22ffc8f0341c57f4df1d85ffc05893a1f6%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/632191e8df394995df733d52_6310e309219398adc40c0798_Group%2024.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/632191e8df394995df733d52_6310e309219398adc40c0798_Group%2024.png	(from https://www.2gethr.xyz/)
15:42:42	8230/8230	---M--	200	added ('OK')	image/png	etag:%2222445d52744035efc542c7ffad2ce44d%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/632191e833a864a1aca3cca6_6310e3099a75ad6252f27704_Group%2021.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/632191e833a864a1aca3cca6_6310e3099a75ad6252f27704_Group%2021.png	(from https://www.2gethr.xyz/)
15:42:42	8352/8352	---M--	200	added ('OK')	image/png	etag:%22812655bcf89b03d9640fa798cf712aa5%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/632191e8767068fe27587cf4_6310e30987a47d77bbda8733_Group%2025.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/632191e8767068fe27587cf4_6310e30987a47d77bbda8733_Group%2025.png	(from https://www.2gethr.xyz/)
15:42:42	2260067/2260067	---M--	200	added ('OK')	image/jpeg	etag:%22e1e724a31236de0c2266b982b7600e2a%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/63285208c5bca937abec8d5a_29.jpg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/63285208c5bca937abec8d5a_29.jpg	(from https://www.2gethr.xyz/)
15:42:43	220372/220372	---M--	200	added ('OK')	image/jpeg	etag:%2224cadbe554e353005c80ecccc4711a7e%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a9f00dc0fb645ee1c4d2_62f396df6d43f208ad172928_23-p-1080.jpeg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a9f00dc0fb645ee1c4d2_62f396df6d43f208ad172928_23-p-1080.jpg	(from https://www.2gethr.xyz/)
15:42:43	46139/46139	---M--	200	added ('OK')	image/jpeg	etag:%228cddffe1f4d11f5ae09802cdac50c63a%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a9ef8fcc56cdc4d29970_631090a905bc51378f6d7559_DSC_2168_E%20Large-p-500.jpeg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a9ef8fcc56cdc4d29970_631090a905bc51378f6d7559_DSC_2168_E%20Large-p-500.jpg	(from https://www.2gethr.xyz/)
15:42:43	44478/44478	---M--	200	added ('OK')	image/jpeg	etag:%2268cd8796add5b7b54e5363d67e48d7d3%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a9ef74ed9a392796f29d_631090a969871407b8e8571b_DSC_2085_E%20Large-p-500.jpeg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a9ef74ed9a392796f29d_631090a969871407b8e8571b_DSC_2085_E%20Large-p-500.jpg	(from https://www.2gethr.xyz/)
15:42:43	222002/222002	---M--	200	added ('OK')	image/jpeg	etag:%22f31b5bf9bd3720e9db33ece9dd172a27%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a9f0bf7b1e13b373e265_62f396de33f545dd0037b184_20-p-1080.jpeg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a9f0bf7b1e13b373e265_62f396de33f545dd0037b184_20-p-1080.jpg	(from https://www.2gethr.xyz/)
15:42:43	42463/42463	---M--	200	added ('OK')	image/jpeg	etag:%2275280a4ae524589f33e716e8cadbfa47%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a9ef56c25120e3c2336d_62f384157d04302991fbba4b_Cover%20Image-p-500.jpeg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321a9ef56c25120e3c2336d_62f384157d04302991fbba4b_Cover%20Image-p-500.jpg	(from https://www.2gethr.xyz/)
15:42:44	440961/440961	---M--	200	added ('OK')	image/jpeg	etag:%224e7dc00599d683913e21dff246554951%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321ae8c9298aa6ff01faa74_60b74eb2c7d006745ae1430c_2018-01-28%2001.03%202-min.jpg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/6321ae8c9298aa6ff01faa74_60b74eb2c7d006745ae1430c_2018-01-28%2001.03%202-min.jpg	(from https://www.2gethr.xyz/)
15:42:44	1263179/1263179	---M--	200	added ('OK')	image/jpeg	etag:%22a2b872300c81e0e517ba8c22b39b76c0%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/632820e0cd354ab96398604a__GGS4076.jpg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/632820e0cd354ab96398604a__GGS4076.jpg	(from https://www.2gethr.xyz/)
15:42:45	1427875/1427875	---M--	200	added ('OK')	image/png	etag:%2261cf516c621a15784085a40f6ac57e31%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c6fbe78b48432c8921362_Group%207.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c6fbe78b48432c8921362_Group%207.png	(from https://www.2gethr.xyz/)
15:42:45	6389/6389	---M--	200	added ('OK')	image/png	etag:%22b02927eed6425f3819a142f15dcb344f%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/63281ffe94f47a42a20c3ec1_sss.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/63281ffe94f47a42a20c3ec1_sss.png	(from https://www.2gethr.xyz/)
15:42:45	595703/595703	---M--	200	added ('OK')	image/png	etag:%229d1921ff9fc70388fc5228a906f273f2%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c6fe7d7b1943cf72e83e5_Group%208.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c6fe7d7b1943cf72e83e5_Group%208.png	(from https://www.2gethr.xyz/)
15:42:45	17865/17865	---M--	200	added ('OK')	image/png	etag:%22a637a035cdfb1e74c943f61257ee6ea7%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/63281feb46b53632ef9cd734_daas.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/63281feb46b53632ef9cd734_daas.png	(from https://www.2gethr.xyz/)
15:42:46	102888/102888	---M--	200	added ('OK')	image/png	etag:%22e2c85604eefeeb545b4ae624bfa875b9%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de78004546546ed414_Digio.svg.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de78004546546ed414_Digio.svg.png	(from https://www.2gethr.xyz/)
15:42:46	16514/16514	---M--	200	added ('OK')	image/png	etag:%22368276b0ddfa6499d0f79c1a67b2968b%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/62fa59405ac3eb81f52cfe00_https---s3.amazonaws.com-appforest_uf-f1639649816567x391708987449530600-Ellipse%252045.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/62fa59405ac3eb81f52cfe00_https---s3.amazonaws.com-appforest_uf-f1639649816567x391708987449530600-Ellipse%2045.png	(from https://www.2gethr.xyz/)
15:42:46	3434/3434	---M--	200	added ('OK')	image/png	etag:%22b5147a1e0bbcb59a64b6368e9bea86f0%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de8e38bb6804b09c52_Factspan.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de8e38bb6804b09c52_Factspan.png	(from https://www.2gethr.xyz/)
15:42:47	91908/91908	---M--	200	added ('OK')	image/png	etag:%22a43b7310f3903b3ce36dc95dff25aedf%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df99fad7a246a8373d_Zepto.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df99fad7a246a8373d_Zepto.png	(from https://www.2gethr.xyz/)
15:42:47	18921/18921	---M--	200	added ('OK')	image/png	etag:%228413d433a319000d78d4fa3a4dcb9ed2%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df410a2f05e55d678f_Quantum.svg.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df410a2f05e55d678f_Quantum.svg.png	(from https://www.2gethr.xyz/)
15:42:47	28514/28514	---M--	200	added ('OK')	image/png	etag:%22919d5d2c92c1572e94ce7ad9ba3d7862%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df705feb474719df4b_Zinier.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df705feb474719df4b_Zinier.png	(from https://www.2gethr.xyz/)
15:42:48	10195/10195	---M--	200	added ('OK')	image/png	etag:%22c4f6d1adf030315b770130221bb7dd31%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df308f0620653c7774_UpUGo.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df308f0620653c7774_UpUGo.png	(from https://www.2gethr.xyz/)
15:42:48	24966/24966	---M--	200	added ('OK')	image/jpeg	etag:%22923f1a1a2e1ecd20a2b8982ef51529a0%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df10159a2aff52fb62_Hubilo_Logo.jpg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df10159a2aff52fb62_Hubilo_Logo.jpg	(from https://www.2gethr.xyz/)
15:42:48	8264/8264	---M--	200	added ('OK')	image/png	etag:%22d62ee237e901fb9d16b7714b9bd165bb%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df1b000eb2e384eb8b_Puma.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5df1b000eb2e384eb8b_Puma.png	(from https://www.2gethr.xyz/)
15:42:48	23305/23305	---M--	200	added ('OK')	image/png	etag:%228b38bfb881af8845f0c7f8a5573b2d10%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de99fad757c5a8373c_21%20North.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de99fad757c5a8373c_21%20North.png	(from https://www.2gethr.xyz/)
15:42:49	15753/15753	---M--	200	added ('OK')	image/png	etag:%22ade44b9d6e47656338777ea1d0281d6c%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de6ed6cb17919e66a2_HealthPlix.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de6ed6cb17919e66a2_HealthPlix.png	(from https://www.2gethr.xyz/)
15:42:49	68378/68378	---M--	200	added ('OK')	image/png	etag:%2208a07865c14ac0a036758e0b0a635449%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de95ae05129fdb4dc0_DMG.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de95ae05129fdb4dc0_DMG.png	(from https://www.2gethr.xyz/)
15:42:50	21224/21224	---M--	200	added ('OK')	image/png	etag:%2283f95f1768cf54c81bf3f84bd3dd4c28%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de705febea1b19df45_Hubble.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5de705febea1b19df45_Hubble.png	(from https://www.2gethr.xyz/)
15:42:50	92194/92194	---M--	200	added ('OK')	image/png	etag:%22218261bdab227bb0f94d225bfff2319a%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5def93d2a2550437508_Bluevine.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632de5def93d2a2550437508_Bluevine.png	(from https://www.2gethr.xyz/)
15:42:51	16134/16134	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20May%202023%2010:12:50%20GMT	https://www.2gethr.xyz/post/genz-at-workplace	C:/My%20Web%20Sites/2gether/www.2gethr.xyz/post/genz-at-workplace.html	(from https://www.2gethr.xyz/)
15:42:52	20091/20091	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20May%202023%2010:12:51%20GMT	https://www.2gethr.xyz/post/how-gamification-can-revolutionize-work-culture	C:/My%20Web%20Sites/2gether/www.2gethr.xyz/post/how-gamification-can-revolutionize-work-culture.html	(from https://www.2gethr.xyz/)
15:42:52	1007617/1007617	---M--	200	added ('OK')	image/jpeg	etag:%2223132b2b0b90260efb2691d0ae77b0f9%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/63282212f8acef20c07eca77_DSC07269.jpg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/63282212f8acef20c07eca77_DSC07269.jpg	(from https://www.2gethr.xyz/)
15:42:53	20137/20137	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20May%202023%2010:12:51%20GMT	https://www.2gethr.xyz/post/get-co-working-on-your-networking	C:/My%20Web%20Sites/2gether/www.2gethr.xyz/post/get-co-working-on-your-networking.html	(from https://www.2gethr.xyz/)
15:42:53	1712005/1712005	---M--	200	added ('OK')	image/jpeg	etag:%22a03b2f86b7c898cdad3d7b92a0435736%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/632822bc2b475a312ab218cc_gdsfd.jpeg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/632822bc2b475a312ab218cc_gdsfd.jpg	(from https://www.2gethr.xyz/)
15:42:53	216231/216231	---M--	200	added ('OK')	image/jpeg	etag:%22f31e6147b654d5232528b46426a2221d%22	https://uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/63282369722a329bbcee98a9_61729ee9cdd1544fbcb3fc6a_DSC_0056-p-2000.jpeg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/632183d1f8aee13b41e98c40/63282369722a329bbcee98a9_61729ee9cdd1544fbcb3fc6a_DSC_0056-p-2000.jpg	(from https://www.2gethr.xyz/)
15:42:54	17911/17911	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20May%202023%2010:12:53%20GMT	https://www.2gethr.xyz/privacy-policy	C:/My%20Web%20Sites/2gether/www.2gethr.xyz/privacy-policy.html	(from https://www.2gethr.xyz/)
15:42:54	560/560	---M--	200	added ('OK')	image/png	etag:%229d2a3052622d9554b8e0c54c16a5fe69%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c6765463af579e184bd86_twitter.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c6765463af579e184bd86_twitter.png	(from https://www.2gethr.xyz/)
15:42:54	451/451	---M--	200	added ('OK')	image/png	etag:%22c290c881b7df5a2587cd29df4ae0caa7%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c6765463af5575f84bd82_youtube.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c6765463af5575f84bd82_youtube.png	(from https://www.2gethr.xyz/)
15:42:55	18166/18166	---M--	200	added ('OK')	image/png	etag:%220634a5babf36db50e415356b348e3f30%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/63c69a4de766d6827579df21_instagram.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/63c69a4de766d6827579df21_instagram.png	(from https://www.2gethr.xyz/)
15:42:55	452/452	---M--	200	added ('OK')	image/png	etag:%225bc6a04dc44139752168c7f91ac6ae4c%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c6765463af5bcfd84bd8c_linkedin_square.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c6765463af5bcfd84bd8c_linkedin_square.png	(from https://www.2gethr.xyz/)
15:42:55	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5d9f64ed50ffcbe80454e690	C:/My%20Web%20Sites/2gether/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c83c7c.js	(from https://www.2gethr.xyz/)
15:42:56	830012/830012	---M-Z	200	added ('OK')	text/javascript	etag:%22e16bf641f994a8ab03620590a7e66bbd%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/js/webflow.98de8f683.js	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/js/webflow.98de8f683.js	(from https://www.2gethr.xyz/)
15:42:56	14963/14963	---M--	200	added ('OK')	image/png	etag:%22bcc782d167ce42c709090e57766a7f8d%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632dd3895bba6555ce54d349_Group%20204.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632dd3895bba6555ce54d349_Group%20204.png	(from https://www.2gethr.xyz/managed-office)
15:42:57	11481/11481	---M--	200	added ('OK')	image/png	etag:%22bf4925ea5081c86edef8143afb62eeb0%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632dd3895bba65c66354d340_Group%20203.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/632dd3895bba65c66354d340_Group%20203.png	(from https://www.2gethr.xyz/managed-office)
15:42:59	2048088/2048088	---M--	200	added ('OK')	image/jpeg	etag:%224340de591a7e2419aafea051af911803%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630cac8534fef619963e4019_hgfdsjh.jpeg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630cac8534fef619963e4019_hgfdsjh.jpg	(from https://www.2gethr.xyz/managed-office)
15:42:59	374090/374090	---M--	200	added ('OK')	image/jpeg	etag:%22a78eba424244e5c9fb306e89d88b0b52%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630cac85cf47ced9f07238cf_jyuhg.jpeg	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630cac85cf47ced9f07238cf_jyuhg.jpg	(from https://www.2gethr.xyz/managed-office)
15:43:00	38321/38321	---M--	200	added ('OK')	image/png	etag:%22f5bf1fb9bc8c59d86167e0eade0a58d2%22	https://uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c688297b687c32da71555_Logo.png	C:/My%20Web%20Sites/2gether/uploads-ssl.webflow.com/5d9f64ed50ffcbe80454e690/630c688297b687c32da71555_Logo.png	(from https://www.2gethr.xyz/managed-office)
15:43:02	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20May%202023%2010:13:01%20GMT	http://www.2gethr.xyz/post/into-the-galvanize-bangalore-workspace-a-case-study	C:/My%20Web%20Sites/2gether/www.2gethr.xyz/post/into-the-galvanize-bangalore-workspace-a-case-study.44.delayed	(from https://www.2gethr.xyz/managed-office)
